ID_REF,FC,Gene Symbol
202015_x_at,0.0666287825625016,
233356_at,0.06661844449999998,
220452_x_at,0.06661339853124915,
231034_s_at,0.06661299599999904,
220967_s_at,0.06661279606249959,ZNF696
1558342_x_at,0.06661063837499981,DIXDC1
1555071_at,0.06660620424999975,TLL1
231504_at,0.06659748084374906,CCDC148
52159_at,0.06659519615624987,HEMK1
244789_at,0.0665927881562518,TEX36
235308_at,0.06658766412500228,ZBTB20
228753_at,0.0665796542499999,LOC101927974
236679_x_at,0.06657100965624974,
1553499_s_at,0.06656680812499971,SERPINA9
202135_s_at,0.06656565931250036,ACTR1B
219727_at,0.06655246365625,DUOX2
1562420_at,0.06654985990624951,
238776_x_at,0.06654738774999913,OBSL1
1556038_at,0.06653938581250074,GPR173
1562324_a_at,0.06653682309374842,
243091_at,0.06653234134375197,
217781_s_at,0.06652770281250042,ZNF106
233168_s_at,0.06652464209374997,SELO
217281_x_at,0.06652254618750053,IGH /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC102725526
1562610_at,0.06651840809374976,AC004538.3 /// BC040327
241033_at,0.06651774356250062,
222319_at,0.0665130230312494,
242085_at,0.06649389512500026,
214613_at,0.06649351293749994,GPR3
214977_at,0.0664916497187491,
225008_at,0.06648700650000006,ASPH
229826_at,0.06648324553125118,SMIM4
236318_x_at,0.06648161065624958,FBLL1 /// FBLL1
231915_at,0.0664798974374996,ZSWIM4
241488_at,0.0664792813124997,
242880_at,0.06647312734375,NALCN
225161_at,0.06647121856250138,GFM1
221298_s_at,0.06647120662499795,SLC22A8
233712_at,0.06646883625000033,LOC101060181 /// LOC101928574 /// ZNF44
202160_at,0.06646586375000041,CREBBP
238504_at,0.06645960881249913,C6orf57
1552878_at,0.06643949434374963,ATOH7
243336_at,0.06642822400000004,LOC101927579 /// LOC101928042
235918_x_at,0.06642368040624991,CEP97
239118_at,0.06641966190625004,KCNA2
236521_at,0.06640272296874894,RP11-1109F11.5
228276_at,0.06639680103124945,SAMD1
209356_x_at,0.06639406587500041,EFEMP2
228663_x_at,0.06639307690624996,FIZ1
235846_at,0.06638485303124986,FSBP /// RAD54B
238274_at,0.0663842520000002,
238512_at,0.06637799275000011,WNT2B
210681_s_at,0.06636837643749516,MIR6125 /// USP15
207180_s_at,0.06636054093749877,HTATIP2
217695_x_at,0.06635347912500045,
228474_s_at,0.06635055471874995,KLF9
204915_s_at,0.06634461496874966,SOX11
1562853_x_at,0.06633529212500022,
227184_at,0.06633106056250071,PTAFR
1570191_at,0.0663267921874997,
206443_at,0.0663150389687508,RORB
215849_x_at,0.06629564850000103,TTC18
219372_at,0.06629013740624945,IFT81
207430_s_at,0.06628879196874982,MSMB
230957_at,0.06627912424999849,
241181_x_at,0.06627861412500113,
217113_at,0.06627606815625153,AMACR
241561_at,0.06627289728125163,
40524_at,0.06626992606250015,PTPN21
218743_at,0.06626921356250115,CHMP6
1554803_s_at,0.06626663793749987,TRIM72
215308_at,0.06626309478124925,XRCC6
234285_at,0.06626285018750044,SYNGAP1
208437_at,0.06626180862500064,CLCN1
221655_x_at,0.06624293850000207,EPS8L1
31826_at,0.06623985553125067,FKBP15
240823_at,0.06623967559374933,AP006216.10
229597_s_at,0.06623251737500002,WDFY4
217262_s_at,0.06623110046874947,CELSR1
220291_at,0.06622819537500035,GDPD2
236418_at,0.0662280312187482,TTLL10
227995_at,0.06622717309375048,PLXDC2
227044_at,0.06622548125000094,CTA-29F11.1
215125_s_at,0.06622527006250056,UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9
214731_at,0.0662237227500011,
230338_x_at,0.0662227104999995,GSX2
219234_x_at,0.06622094309375015,SCRN3
235528_at,0.06621660874999957,GUCA1B
223379_s_at,0.06620047759375058,LATS2
1563331_at,0.06619681493750029,
1552293_at,0.06618008387499952,TMEM196
243075_at,0.06617058912499996,
217233_at,0.06616385818750015,RP3-359N14.1
240323_at,0.06615640687500113,RP11-728F11.4
214736_s_at,0.06615461749999696,ADD1
AFFX-HSAC07/X00351_M_at,0.06614838437500126,ACTB
244083_at,0.06612710471874994,
220067_at,0.0661264073749992,SPTBN5
209399_at,0.06612606918749986,HLCS
216631_s_at,0.06612026071875121,HLA-DPA2 /// HLA-DPA2
1560425_s_at,0.06610638915625033,RP11-75C9.1
238495_at,0.06610197068749901,LRRC57
243391_x_at,0.06609393771874972,
239370_at,0.06608325328125098,LINC01133
1554224_at,0.06608252712500073,LOC101929497
220548_at,0.06607429684375044,PKDREJ
236547_at,0.06607301237500085,
244073_at,0.06607130374999981,
242284_at,0.06606056318749998,LINC00466
1560469_at,0.06605384115625013,NR5A2
220152_at,0.06605160746874894,C10orf95
238152_at,0.06604723156250092,C11orf95
1555565_s_at,0.06604295156249762,TAPBP
201647_s_at,0.06604066665625119,SCARB2
205450_at,0.06602901153125007,PHKA1
207503_at,0.06602899631250025,TCP10
207547_s_at,0.06602492399999793,FAM107A
243838_at,0.06601960703125087,
234868_s_at,0.06601941068750072,GFRA4
222396_at,0.06601119687500123,HN1
222084_s_at,0.06601107881249968,SBF1
214104_at,0.0660087392812505,GPR161
223917_s_at,0.06600435437500085,SLC39A3
233245_at,0.06600283262500017,UHRF1BP1
222797_at,0.06599899212500038,DPYSL5
229922_at,0.06599741353125044,GPRIN1
205083_at,0.06598746221875107,AOX1
1552554_a_at,0.06598718671875137,NLRC4
1559986_at,0.06598674543749938,LIFR-AS1 /// MIR3650
215979_s_at,0.06598656784375034,SLC7A1
230970_at,0.06597850237500147,
217765_at,0.06597767590624937,NRBP1
214423_x_at,0.06597508556250098,ALDOB
1553475_at,0.06597461428125095,
218118_s_at,0.0659655780312498,TIMM23 /// TIMM23B
205853_at,0.06595515678125086,ZBTB7B
235711_at,0.06594258059375147,MIR4657 /// PURB
212305_s_at,0.06593869846875133,MIA3
213553_x_at,0.06592543562500008,APOC1
1565733_at,0.06592472162500052,
212884_x_at,0.0659212487499996,APOE
236774_at,0.06592078362499887,
215048_at,0.06591749784375045,ZNF280B
212325_at,0.06591641528124992,LIMCH1
243073_at,0.06591590975000106,
214991_s_at,0.06591514974999946,PIGO
1561266_at,0.06590967974999984,LOC100507033
234869_at,0.06590679490624929,DQ581328
207833_s_at,0.06590324562500083,HLCS
244572_at,0.06589831090624942,KY
202128_at,0.06589791321875005,AREL1
218647_s_at,0.06589537143750146,YRDC
234419_x_at,0.06587854403124993,IGHA1 /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC100293211
233675_s_at,0.06587616125000029,TPTE2P6
220670_at,0.06587609284375029,
239850_at,0.06587484518750042,
216645_at,0.06587439959374919,
230988_at,0.0658622459687499,ADD2
207128_s_at,0.06585821631249988,ZNF223
219284_at,0.06585502340625204,HSPBAP1
1560499_at,0.06585487200000006,C14orf64
243652_at,0.06585463193749952,
1563721_at,0.06585354803124988,
233104_at,0.06585289621874768,PABPC1L
218863_s_at,0.06584374806250093,TNS1
213344_s_at,0.06583154037499916,H2AFX
223101_s_at,0.06582940809375071,ARPC5L
217948_at,0.06582652806249989,FAM127B
235968_at,0.06582520512500034,AGAP1
240136_at,0.06580910134375006,
216145_at,0.06580642803124892,
222949_at,0.06580256981249999,NXF3
200935_at,0.06579955162500095,CALR
218819_at,0.0657987828750004,INTS6
225320_at,0.0657984222812491,MCU
219935_at,0.06579331984374903,ADAMTS5
1561436_at,0.06579243578124894,LOC101927877
33814_at,0.06578762993749976,PAK4
207574_s_at,0.06578554740624831,GADD45B
212125_at,0.06578368396875156,RANGAP1
237396_at,0.06578118009375,
215459_at,0.065780612531249,CTNS
208641_s_at,0.06576674499999768,RAC1
220772_at,0.06576617209374991,BPESC1
231514_at,0.06575832378125046,C1orf94
241333_x_at,0.06575496687499971,
201267_s_at,0.065750157281248,PSMC3
1554749_s_at,0.06574975796875027,CLCNKB
201537_s_at,0.06574472087499927,DUSP3
216406_at,0.06572915575000104,RP11-278J20.2
231674_at,0.06571799031249981,
226731_at,0.0657106778125005,ITGA1
219429_at,0.06571047403124952,FA2H
211577_s_at,0.06569823065624814,IGF1
1553551_s_at,0.06569674312500062,ND2
210249_s_at,0.06568933437500135,NCOA1
240996_at,0.0656697601562497,
1553060_at,0.06566481349999975,PSKH2
232855_at,0.06566164106249994,
210585_s_at,0.06565854125000037,TNPO2
1552630_a_at,0.06565745443750126,SRCAP
1560074_at,0.0656565305312502,PRKCA
237166_at,0.06565644234374801,AK056098
239909_at,0.06565591603125043,ADAMTSL1
220126_at,0.06564980443750024,PRSS50
237653_at,0.0656491949687501,
225155_at,0.06564540862500046,SNHG5 /// SNORD50A /// SNORD50B
241191_at,0.06563536331250042,
205279_s_at,0.0656321752500002,GLRB
242842_at,0.06562678312499948,
201430_s_at,0.0656214501562502,DPYSL3
224177_s_at,0.06562005893749934,PBDC1
1566740_at,0.06561343668749986,PLCE1
36004_at,0.06559432378124974,IKBKG
1563606_a_at,0.06558224034375026,LOC286359
1552950_at,0.06558177646875007,C15orf26
206771_at,0.06557532521874965,UPK3A
215312_at,0.06557409000000014,
214535_s_at,0.0655727731562501,ADAMTS2
204650_s_at,0.06557162109375092,APBB3 /// MIR6831
216292_at,0.0655704195624991,
221251_x_at,0.06556613318749971,INO80B /// INO80B-WBP1
242048_at,0.0655637062187493,MIR6834 /// PFDN6
208808_s_at,0.06555783574999907,HMGB2
208338_at,0.06555312637500066,P2RX3
238343_x_at,0.06554658709374817,RP11-1217F2.1
1553705_a_at,0.06554034621875005,CHRM3
1562282_at,0.0655399261562497,ZNF568
218001_at,0.06553943265624973,MRPS2
244509_at,0.0655204190625005,GPR155
237323_at,0.0655165525000001,HKDC1
223453_s_at,0.06551135503125005,ATL3
221464_at,0.06550998921874918,OR1D2
232947_at,0.06550434584374987,
201007_at,0.06549370543750044,HADHB
233116_at,0.06548786021875053,ZFP92
236376_at,0.06548161481250059,RIMKLA
236093_at,0.06547991124999886,BC063675 /// CTD-3138B18.5
241037_at,0.0654757858124988,
214076_at,0.06547254837500027,GFOD2
237395_at,0.06547174793750044,CYP4Z1
1567912_s_at,0.06546532884374923,CT45A1 /// CT45A2 /// CT45A3 /// CT45A4 /// CT45A5 /// CT45A6 /// LOC101060211 /// LOC102723631 /// LOC102723680 /// LOC102723737
236481_at,0.06545332449999952,FAH
1559496_at,0.06544944003125064,PPA2
208196_x_at,0.06543507803124982,NFATC1
243571_at,0.06541611824999993,RP11-505K9.4
213874_at,0.0654119091875005,SERPINA4
233394_at,0.06539296687500196,
217865_at,0.06538927499999936,RNF130
1563344_at,0.0653884487187506,CTD-2537I9.16
213311_s_at,0.0653835579687474,TCF25
226201_at,0.06538080281250025,DOT1L
215896_at,0.06537513656250038,
1557632_at,0.06537391990624997,
206151_x_at,0.06536925256250115,CELA3B
236921_at,0.06535512799999843,
211919_s_at,0.06534942046874903,CXCR4
1563453_at,0.06534695737500051,
235371_at,0.06534468468750143,GXYLT2
201183_s_at,0.06534038237500006,CHD4
216906_at,0.06534014734375049,ST14
231894_at,0.06534014515625142,SARS
207352_s_at,0.06533617912499956,GABRB2
233721_x_at,0.06533508124999976,
232713_at,0.06533415106249896,AC006538.1
214253_s_at,0.0653275140937506,DTNB
227324_at,0.06532043503124907,ADCK4
231139_at,0.06532023215624916,
223031_s_at,0.06531482112499987,TRAF7
217345_at,0.0653099666250001,RP11-15P13.1
1558750_a_at,0.06530698771874999,ARHGAP11B /// LOC100288637
236803_at,0.06530435946874835,LOC101927060
216492_at,0.06530162718749999,KIR3DX1
202254_at,0.06529698734374811,SIPA1L1
208745_at,0.06529514990625263,ATP5L
1555888_at,0.06529385650000208,KB-431C1.4
210838_s_at,0.06528488799999899,ACVRL1
91920_at,0.06528228250000012,BCAN
207421_at,0.06528029968750015,CA5A
222024_s_at,0.06527570615625145,AKAP13
220676_at,0.06527294587499943,ADAMTS8
213884_s_at,0.0652684929062497,TRIM3
225096_at,0.06526580543749905,COPRS
237960_at,0.0652646906562504,CEP112
224724_at,0.06525922890624969,SULF2
1562941_at,0.06524545381249958,
1553341_at,0.0652450352499998,UROC1
1563637_at,0.06524082834374978,LOC729652
AFFX-r2-Bs-dap-3_at,0.06524028949999927,
240986_at,0.06523618190625013,LOC101928943
1553371_at,0.06523271593750035,EPHA10
202961_s_at,0.06522977037500155,ARMC2-AS1 /// ATP5J2
222938_x_at,0.06521792237500135,ENPP3
1559732_at,0.06519209728124942,NUB1
243151_at,0.06519158684374915,LOC100506282
227883_at,0.06518802387499889,CCDC71L
219674_s_at,0.06518566390625136,HDLBP
1557312_at,0.0651796840937493,C12orf61
208342_x_at,0.06517754256249919,CSH1 /// CSH2
231467_at,0.06516310953125082,
44822_s_at,0.06515818215624947,MIER2
231999_at,0.06515568931250115,ANKRD11
207469_s_at,0.06515345937500028,PIR
1552930_at,0.06514884984374891,MMEL1
212432_at,0.06514862499999996,GRPEL1
201193_at,0.06514686834374572,IDH1
1552872_at,0.06513902696875107,ASMTL-AS1
1557672_s_at,0.0651265541562509,RSU1P2
219416_at,0.065125515437499,SCARA3
AFFX-ThrX-M_at,0.06512439706249973,
244738_at,0.06511695818749974,BRWD3
242209_at,0.06510400203124966,ANKRD33
32625_at,0.06509755059374989,NPR1
234003_at,0.06508321940625095,ENOX2
234797_at,0.06508181699999893,RPLP0P1 /// RPLP0P1
202295_s_at,0.06507558984374917,CTSH
214264_s_at,0.06506837218750006,EFCAB11
204810_s_at,0.06506803912500025,CKM
220918_at,0.06506385818749827,RUNX1-IT1
220813_at,0.06505815640625068,CYSLTR2
216534_at,0.06505633218749951,
226087_at,0.06505502137499874,LZIC
202834_at,0.0650505567187496,AGT
222958_s_at,0.06504990140624978,DEPDC1
1561560_at,0.06503358496875,RP11-95H11.1
223733_s_at,0.06502685987499923,PPP4R1L /// PPP4R1L /// PPP4R1L
1561633_at,0.06502047340625028,HMGA2
236885_at,0.06501626859374987,MEX3A
207418_s_at,0.06501489956249973,DDO
1566987_s_at,0.06501397321875135,LINC00674
204656_at,0.06500951475000072,SHB
221076_at,0.06499972200000093,PELO
240532_at,0.06499465112499969,SLC32A1
201618_x_at,0.06499077803125086,GPAA1
239029_at,0.06498545790624899,TMCC1
211118_x_at,0.06498249418749946,ESR2
1552494_at,0.0649696660312502,TAF8
228958_at,0.06495565612500087,ZNF19
218675_at,0.06494524574999883,SLC22A17
238642_at,0.0649247854062498,ANKRD13D
231781_s_at,0.06491936634374929,LRRC2
234617_at,0.06491718981249983,OR52D1
1559607_s_at,0.06491093609375076,GBP6
227179_at,0.06490871259375108,STAU2
208817_at,0.06490825968749903,COMT
227739_at,0.06490002828124997,NDOR1
212335_at,0.06488682953125036,GNS
221742_at,0.06488337181249904,CELF1
206565_x_at,0.06487856096875078,SMA4
234203_at,0.06487663306249969,
220390_at,0.06486402581249973,AGBL2
232822_x_at,0.06485841243750068,LINC00629
221782_at,0.06485839265624982,DNAJC10
221879_at,0.06485832243750167,CALML4
201840_at,0.06484699100000135,NEDD8
212065_s_at,0.0648400618437508,USP34
216898_s_at,0.06483685049999988,COL4A3
225266_at,0.06483508093750245,ZNF652
219452_at,0.06483419499999599,DPEP2
216391_s_at,0.06482121137499863,KLHL1
201596_x_at,0.06481910778125055,KRT18
1555107_a_at,0.06481852634375063,UVSSA
240512_x_at,0.06480503478125099,KCTD4
223281_s_at,0.0648009949062498,COX15
216423_at,0.06479760265625023,
1552432_at,0.06479671071875082,MFSD6L
1558761_a_at,0.06479125715624878,FAM120AOS
211175_at,0.06477186012500047,GPR45
204229_at,0.06476718356250055,SLC17A7
213706_at,0.06476110284375025,GPD1
1554580_a_at,0.06476002646875001,WWP2
205201_at,0.06475837384375005,GLI3
240383_at,0.06474770731250246,UBE2D3
239236_at,0.06474326221875337,
1555132_at,0.06474284112500062,LOC101928787
201168_x_at,0.06473928665625017,ARHGDIA
1552377_s_at,0.06473225381249925,TVP23C
239112_at,0.06473051812500064,AC005523.3
231775_at,0.0647212898124998,TNFRSF10A
1552474_a_at,0.06470259806250134,GAMT
212830_at,0.06470239365624941,MEGF9
203823_at,0.06469238387500198,RGS3
1568691_at,0.06468341259374988,AC017104.6
234193_at,0.06468118918749921,
214068_at,0.0646792473437503,BEAN1
233937_at,0.06467416387500124,GGNBP2
222187_x_at,0.06467409834374926,G3BP1
214417_s_at,0.06466084390625015,
244212_at,0.06464160043749789,RP1-199J3.7
1568606_at,0.06463553553125001,C11orf88
235680_at,0.06462906071875096,
215652_at,0.06461780953125196,SDHD
1554818_s_at,0.06461530393749992,DZANK1
217532_x_at,0.06461067312499935,
1558624_at,0.0646081695625016,CTB-181H17.1
1557656_at,0.06460634699999934,LINC00642
203637_s_at,0.06460249968749965,MID1
202332_at,0.06458591656250068,CSNK1E /// CSNK1E
1564253_at,0.06457832031250055,LOC285766
234267_at,0.06456662887500109,LINC01016
227583_at,0.06456475596875055,POP4
217438_at,0.06455352968750017,
207835_at,0.06454757253124921,FBLN1
202942_at,0.06453812381250135,ETFB
222329_x_at,0.06453127678125092,
234212_at,0.06453032028124994,ACTR2
238006_at,0.06452776315625108,SIN3A
1566958_at,0.06452487850000033,
244459_at,0.06452339556250042,
241279_at,0.06450657134374982,
235459_at,0.06450255640625002,RNF41
221259_s_at,0.06450219503124943,TEX11
219807_x_at,0.06449510268749936,MIA-RAB4B /// RAB4B
219796_s_at,0.06449019665625144,CDHR5
210751_s_at,0.06447367946874927,RGN
216811_at,0.06447246078124991,
219901_at,0.06447163262499878,FGD6
218807_at,0.06446881784375069,VAV3
212796_s_at,0.06446810006250381,TBC1D2B
224371_at,0.06446436912500086,ADAMTSL1
215467_x_at,0.06446404581249965,LOC647070
209639_s_at,0.0644613588749996,RGS12
231659_at,0.06444632690625163,ST3GAL3
1561039_a_at,0.06444577359375181,ZNF81
1562880_at,0.06441315434375006,LOC100288238
231619_at,0.06441192862500067,
214345_at,0.06440003200000088,CTD-2269F5.1
237221_at,0.06439099006249904,
205715_at,0.0643844040000019,BST1
219190_s_at,0.06438088190624747,AGO4
220318_at,0.0643758358750004,EPN3
224583_at,0.06437331218750231,COTL1
234740_at,0.06437161125000124,CDC14B
203031_s_at,0.06436724015625117,UROS
1557871_at,0.06436097290624954,LOC253573
1569371_at,0.06435966421874983,LRRC59
223695_s_at,0.0643590659687483,ARSD
224692_at,0.06435244793750172,PPP1R15B
240531_at,0.06435005278124883,
212035_s_at,0.06434703993750102,EXOC7
1555713_at,0.0643432215937505,PNKD
1569386_at,0.06434319259374988,
1562428_at,0.06433659974999895,LOC654780
233617_at,0.0643280503125001,TSPY26P
36564_at,0.06432644440624813,RNF19B
64438_at,0.06432357190625115,OGFOD3
211581_x_at,0.06432318999999964,LST1
222009_at,0.06431802412499898,CEMP1
1561276_at,0.06431493943749889,DOCK5
236033_at,0.06431011178125035,ASB12
201374_x_at,0.06429973093749908,PPP2CB
225271_at,0.06429695375000044,TMEM63B
202666_s_at,0.06429297762500052,ACTL6A
1552738_a_at,0.06428496703124997,ST7L
229771_at,0.06426182234375011,MAP3K13
228430_at,0.06425666371874916,BOLA3-AS1
211627_x_at,0.0642553865625013,ESR1
242102_at,0.06425361865625101,DIAPH3-AS1
212210_at,0.06422077149999961,INTS1
243510_at,0.06421309687499921,RP11-663N22.1
1560260_at,0.06421011137499999,LOC285593
217868_s_at,0.06420429315624965,METTL9
227012_at,0.06419932312499821,SLC25A40
216544_at,0.06419537943749987,LOC100652931 /// RBMY2FP
209168_at,0.06419385231250185,GPM6B
212497_at,0.06418102859375097,MAPK1IP1L
1569709_at,0.06417785171874879,SZT2
242309_at,0.0641673176249995,RP11-394I13.2
233154_at,0.06416256890624972,
218045_x_at,0.06416019671874817,PTMS
1564965_at,0.06415992890625022,
222796_at,0.06415890849999872,ATP5J2-PTCD1 /// PTCD1
238582_at,0.06415872490624963,C21orf2
1566235_at,0.0641563846250004,DGCR12
1554830_a_at,0.06415534912499954,STEAP3
237040_at,0.06414632428125167,CWF19L2
242917_at,0.0641441698749996,RASGEF1A
204271_s_at,0.06411547990625044,EDNRB
37278_at,0.06410795312500017,TAZ
1570057_x_at,0.06410585574999939,
234407_s_at,0.06410558578124959,TRPC7
208671_at,0.06409503796874993,SERINC1
1553298_at,0.06409211653124958,C17orf77
233597_at,0.06409001937500314,PNPLA5
210317_s_at,0.06408322081250173,YWHAE
1570382_at,0.06407297728124872,
206445_s_at,0.0640567925937523,PRMT1
241097_at,0.06405308031250101,
237422_at,0.06405169956249956,
201527_at,0.06405001112499775,ATP6V1F /// LOC101927180
206601_s_at,0.0640351705624993,HOXD3 /// HOXD4 /// LOC401021
227311_at,0.0640342643749987,SNX25
1553880_at,0.06402714899999928,C10orf91
217170_at,0.06402593350000174,TCRA /// TRAV8-6 /// TRAV8-6
231009_at,0.06402353096875046,PLA2G12B
244413_at,0.06401904800000136,CLECL1
220650_s_at,0.06400910071874844,SLC9A5
233872_x_at,0.06400735371875044,ARHGAP5
1561897_at,0.06400381784375009,RP11-932O9.4
202476_s_at,0.06399914440624865,TUBGCP2
244686_at,0.06399443412499917,TCOF1
237258_at,0.06399112431250131,
235704_at,0.06398616981249994,DAZAP2 /// LOC102723983
205988_at,0.06398142393750028,CD84
229012_at,0.06398080399999984,C9orf24
217071_s_at,0.06397983243749916,MTHFR
234153_at,0.06395309421875162,
1562655_at,0.0639440840312484,LOC101927447
243162_at,0.06393747281249951,
230041_at,0.06393477318749952,AK024119 /// CTC-378H22.2
215383_x_at,0.06392584015625058,SPG21
205916_at,0.06392367546875022,S100A7
1560448_at,0.0639118348750003,PRR7-AS1
239057_at,0.06390971062500084,LMOD2
243456_at,0.06390753284374995,ZNF214
1563145_at,0.06389969200000012,LINC00301
238933_at,0.06389167684375074,IRS1
244444_at,0.06388511440625022,PKD1L2
211628_x_at,0.06388418500000093,FTH1P5
1562190_at,0.06388288768750017,LOC101928739
237336_at,0.06387579181249947,ADD2
202281_at,0.06385855934374884,GAK
221070_s_at,0.06385395087500045,CCAR2
202725_at,0.06385189206249908,POLR2A
231001_at,0.06384705778125,FIBIN
204632_at,0.06384518981249965,RPS6KA4
204998_s_at,0.06383686312500103,ATF5
220788_s_at,0.0638335180312497,IRF9 /// RNF31
215017_s_at,0.06383042956250051,FNBP1L
202876_s_at,0.06382227124999851,PBX2
1561413_at,0.06382042515624953,CTB-113P19.1
235929_s_at,0.06381817446874916,ZNF503-AS2
223574_x_at,0.06380775700000108,PPP2R2C
228344_s_at,0.06380626075000073,TBX3
213567_at,0.06380264687500059,KPNA4
225535_s_at,0.06379580709374721,TIMM23 /// TIMM23B
242347_at,0.06379454693750031,
219654_at,0.06379146712500017,PTPLA
243589_at,0.06378481221874921,KANSL1
223991_s_at,0.06378064712500109,GALNT2
215531_s_at,0.06377999093749986,GABRA5
218147_s_at,0.06377878778124924,GLT8D1
37022_at,0.06377453674999956,PRELP
239729_at,0.06377315165625053,RP5-1085F17.3
229920_at,0.0637717649687497,
218908_at,0.06376710850000045,ASPSCR1
215998_at,0.06376699518750062,
221183_at,0.0637617014374996,LOC100507388
243196_s_at,0.06375733109374959,TRAFD1
206686_at,0.06375067071874962,PDK1
240777_at,0.06374921506249986,SYNE2
1557898_at,0.06374560024999987,LOC101928663
205350_at,0.06372769496875019,CRABP1
234761_at,0.06371383037500067,
212732_at,0.06369709987499927,MEG3
236872_at,0.0636970925,
215830_at,0.0636760731562509,BC127192 /// SHANK2
243472_at,0.06367157203125018,
232377_at,0.06366859131249925,NXPH1
227962_at,0.06366744437499605,ACOX1
235468_at,0.06365093524999965,RBFOX3
243296_at,0.06364696468749642,NAMPT
241176_at,0.06363987268749938,
243013_at,0.06363961118749994,
220465_at,0.06363862637499995,CEBPA-AS1
243465_at,0.06363626665625333,
213351_s_at,0.0636348391250019,TMCC1
232538_at,0.06362483143750053,
200925_at,0.06361855775000258,COX6A1
53912_at,0.06361825559375056,SNX11
223902_at,0.06361801918749954,NEFM
214047_s_at,0.06361214625000144,MBD4
211232_x_at,0.0636113814687489,GLP1R
237954_x_at,0.06360990249999432,ARHGEF40
1563607_x_at,0.0636095197187494,LOC286359
227681_at,0.06360861934375084,ZFP36L2
1552812_a_at,0.06360432268750049,SENP1
208604_s_at,0.06360408406250073,HOXA3
1568730_at,0.06359639321874866,LOC101927256
232016_at,0.0635875743437504,FAN1
212840_at,0.06358701356250318,UBXN7
1557891_s_at,0.06357383956249985,STXBP5-AS1
240540_at,0.06357133171874896,
210589_s_at,0.06355012621875034,GBAP1
203295_s_at,0.06354611556249878,ATP1A2
213658_at,0.06353924256249854,AK055981
202111_at,0.06353862834375157,SLC4A2
218492_s_at,0.06353656812499953,THAP7
216043_x_at,0.06353604768749843,
220217_x_at,0.0635234090312502,SPANXA1 /// SPANXA2 /// SPANXC
244012_x_at,0.06351679431249924,
1564233_at,0.0635110838437507,FLJ33534
218834_s_at,0.06350357678125107,TMEM132A
217674_at,0.06348622665625037,
202180_s_at,0.06348492415625007,MVP
231097_at,0.06348020112499997,
231512_at,0.0634738349062498,ATP13A4-AS1
1554371_at,0.06346927440625016,PKD1L2
1559288_at,0.06346849946874977,AC067956.1
225569_at,0.06346718781249727,AGO2 /// CASC7 /// CASC7
207699_at,0.06344988965625031,ZFHX2
217520_x_at,0.06344266387500053,LOC101929232 /// PDCD6IPP2
230438_at,0.06343648031249893,TBX15
223199_at,0.0634355389374992,MKNK2
238820_at,0.06343233684375171,TMEM229B
221653_x_at,0.06342057187499783,APOL2
239088_at,0.06342049112500003,
1562596_at,0.06341942059375061,
221479_s_at,0.06341130375000503,BNIP3L
220549_at,0.06340207228124983,FSBP /// RAD54B
227865_at,0.06338975956249993,IDNK
238238_at,0.06338599268749867,
231733_at,0.06337329199999964,CARD18
222216_s_at,0.0633728363437509,MRPL17
227120_at,0.06337110765624843,FOXP4
235944_at,0.06336911796874989,HMCN1
226997_at,0.06336705775000073,ADAMTS12
230268_at,0.06335406621874995,
241929_at,0.06334840281249932,
241331_at,0.06334379275000046,SKAP2
204095_s_at,0.0633382650937504,ELL
234828_at,0.06333143240625017,
229199_at,0.06332361396875008,SCN9A
243217_at,0.06331712731249883,
207307_at,0.06330980843749989,HTR2C
211916_s_at,0.06330048937499821,MYO1A
1570272_at,0.06327772665625053,
210561_s_at,0.06327136287499968,WSB1
1565633_at,0.06326867275000025,
1561288_at,0.06326859240625016,LINC00536
202400_s_at,0.0632672226562514,SRF
232807_at,0.06326427324999706,FAM131A
215488_at,0.0632593321249999,
210302_s_at,0.06324052765624888,MAB21L2
215224_at,0.06323427181249652,SNORA21
242707_at,0.06323315006249963,MED23
227360_at,0.06323259650000068,CTC-550B14.7
223115_at,0.0632311340624998,MED17
207042_at,0.0632275455000002,E2F2
1555785_a_at,0.06322550040624897,XRN1
214445_at,0.06322323143750097,ELL2
207612_at,0.06322282868750051,WNT8B
241630_at,0.06321646559375083,
221412_at,0.06320612846875084,VN1R1
210318_at,0.06320480006250051,RBP3
218893_at,0.06319956178124997,ISOC2
206169_x_at,0.06319918334374997,ZC3H7B
209759_s_at,0.0631853484375009,ECI1
228664_at,0.06318506812500324,TRIM52-AS1
240219_at,0.06318436928125015,LINC00327
232324_x_at,0.06318360393750044,
212134_at,0.06317762459374965,MIR6716 /// PHLDB1
233120_at,0.06317078950000088,
237675_at,0.06316116649999959,LINC01351
209131_s_at,0.06316018446874772,SNAP23
208441_at,0.06315557362499913,IGF1R
1558711_at,0.06315539740624665,FAM13A-AS1
216204_at,0.0631550482812484,COMT
214110_s_at,0.06314777249999981,LOC645166 /// LOC654342
1562228_s_at,0.06314170137499886,PDE5A
1556488_s_at,0.06314059687499984,MAATS1
1553995_a_at,0.06314052387500135,NT5E
